SampleTimeStamp;SentTimeStamp;ReceivedTimeStamp;acceleration;steering;isValid;
1513353118.185575;1513353118.185575;1513353118.185628;2.936635;-0.4404515;1;
1513353118.19556;1513353118.19556;1513353118.195602;2.933567;-0.4313825;1;
1513353118.205551;1513353118.205551;1513353118.205597;2.930058;-0.4224746;1;
1513353118.215551;1513353118.215551;1513353118.21559;2.92615;-0.4137245;1;
1513353118.225558;1513353118.225558;1513353118.225596;2.921882;-0.405129;1;
1513353118.235702;1513353118.235702;1513353118.235738;2.917288;-0.3966851;1;
1513353118.24555;1513353118.24555;1513353118.245587;2.9124;-0.3883898;1;
1513353118.25556;1513353118.25556;1513353118.255597;2.907245;-0.3802403;1;
1513353118.265565;1513353118.265565;1513353118.265602;2.90185;-0.3722337;1;
1513353118.275566;1513353118.275566;1513353118.275603;2.896238;-0.3643675;1;
1513353118.285559;1513353118.285559;1513353118.2856;2.890429;-0.356639;1;
1513353118.295562;1513353118.295562;1513353118.295598;2.884442;-0.3490456;1;
1513353118.305543;1513353118.305543;1513353118.305583;2.878294;-0.3415849;1;
1513353118.315598;1513353118.315598;1513353118.315641;2.872002;-0.3342543;1;
1513353118.325514;1513353118.325514;1513353118.32555;2.865579;-0.3270516;1;
1513353118.335558;1513353118.335558;1513353118.335594;2.859037;-0.3199743;1;
1513353118.345564;1513353118.345564;1513353118.3456;2.852389;-0.3130202;1;
